Â¼Òô,ÒµÎñ,Â¼Òô,±ê×¢
2652,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_108.wav,please make a phone call to mofazzal
2653,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_109.wav,please make a phone call to mohsin
2654,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_110.wav,please make a call to my love
2655,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_111.wav,please make a call to niki
2656,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_112.wav,please make a call to nokia careline
2657,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_113.wav,please make a call to paul canda
2658,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_114.wav,please make a call to philip
2659,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_115.wav,please make a call to pratim tusk
2660,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_117.wav,make a phone call to salim
2661,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_118.wav,make a phone call to sam
2662,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_119.wav,make a phone call to sameer
2663,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_120.wav,make a phone call to sandy
2664,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_121.wav,make a phone call to sanyi
2665,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_122.wav,make a call to shiv kumar
2666,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_123.wav,make a call to sister
2667,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_124.wav,make a call to tim king
2668,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_125.wav,make a call to tonny
2669,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_126.wav,make a call to usual
2670,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_127.wav,make a call to vane
2671,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_128.wav,i want to call vicky
2672,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_129.wav,i want to call vistapaul
2673,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_130.wav,i want to call wendy
2674,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_131.wav,i want to call william park
2675,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_132.wav,i want to call zoey
2676,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_133.wav,i want to call tom
2677,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_134.wav,i would like to call jack
2678,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_135.wav,i would like to call betty
2679,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_136.wav,i would like to call fiona
2680,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_137.wav,i would like to call hellen
2681,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_138.wav,i would like to call judy
2682,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_139.wav,i would like to call linda
2683,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_140.wav,give lucy a call back
2684,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_141.wav,give robert a call back
2685,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_142.wav,give susan a call back
2686,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_143.wav,give alan a call back
2687,telephone,english\dzdm\X5\X5-17-DZ\M013\M013_144.wav,give christian a call back
2688,map,english\dzdm\X5\X5-17-DZ\M013\M013_145.wav,navigate to the nearest people's square southwest gate
2689,map,english\dzdm\X5\X5-17-DZ\M013\M013_146.wav,navigate to the nearest block d wanda plaza
2690,map,english\dzdm\X5\X5-17-DZ\M013\M013_147.wav,navigate to the nearest east area international post bureau
2691,map,english\dzdm\X5\X5-17-DZ\M013\M013_148.wav,navigate to the nearest beijing friendship store parking lot
2692,map,english\dzdm\X5\X5-17-DZ\M013\M013_149.wav,navigate to the nearest site tech plaza south gate
2693,map,english\dzdm\X5\X5-17-DZ\M013\M013_150.wav,where is the nearest site tech hotel
2694,map,english\dzdm\X5\X5-17-DZ\M013\M013_151.wav,where is the nearest norinco international plaza
2695,map,english\dzdm\X5\X5-17-DZ\M013\M013_152.wav,where is the nearest embassy of the united states in china
2696,map,english\dzdm\X5\X5-17-DZ\M013\M013_153.wav,where is the nearest embassy of the united states in china visa office
2697,map,english\dzdm\X5\X5-17-DZ\M013\M013_154.wav,where is the nearest national stadium
2698,map,english\dzdm\X5\X5-17-DZ\M013\M013_155.wav,where is the nearest bank of china information center northeast gate
2699,map,english\dzdm\X5\X5-17-DZ\M013\M013_156.wav,where is the closest first people's hospital affiliated to shanghai jiao tong university
2700,map,english\dzdm\X5\X5-17-DZ\M013\M013_157.wav,where is the closest nanjing university parking lot entrance and exit
2701,map,english\dzdm\X5\X5-17-DZ\M013\M013_158.wav,where is the closest yan lord town southeast southwest gate
2702,map,english\dzdm\X5\X5-17-DZ\M013\M013_159.wav,where is the closest oriental pearl
2703,map,english\dzdm\X5\X5-17-DZ\M013\M013_160.wav,where is the closest shanghai volkswagen technology center east gate
2704,map,english\dzdm\X5\X5-17-DZ\M013\M013_161.wav,where is the closest zhejiang university west gate
2705,map,english\dzdm\X5\X5-17-DZ\M013\M013_162.wav,where is the imperial palace
2706,map,english\dzdm\X5\X5-17-DZ\M013\M013_163.wav,where is the beijing south railway station
2707,map,english\dzdm\X5\X5-17-DZ\M013\M013_164.wav,west street north eighth alley one
2708,map,english\dzdm\X5\X5-17-DZ\M013\M013_165.wav,north south street twelve
2709,map,english\dzdm\X5\X5-17-DZ\M013\M013_166.wav,beijing station east street one
2710,map,english\dzdm\X5\X5-17-DZ\M013\M013_167.wav,shanghai street two
2711,map,english\dzdm\X5\X5-17-DZ\M013\M013_168.wav,shopping mall north street two
2712,map,english\dzdm\X5\X5-17-DZ\M013\M013_169.wav,market byway nine
2713,map,english\dzdm\X5\X5-17-DZ\M013\M013_170.wav,navigate to overseas chinese town avenue seven eight
2714,map,english\dzdm\X5\X5-17-DZ\M013\M013_171.wav,navigate to west avenue three
2715,map,english\dzdm\X5\X5-17-DZ\M013\M013_172.wav,navigate to shanghai road three thousand and one
2716,map,english\dzdm\X5\X5-17-DZ\M013\M013_173.wav,navigate to beijing road eighteen
2717,map,english\dzdm\X5\X5-17-DZ\M013\M013_174.wav,navigate to south ring road two
2718,map,english\dzdm\X5\X5-17-DZ\M013\M013_175.wav,navigate to back street east road three four
2719,map,english\dzdm\X5\X5-17-DZ\M013\M013_176.wav,drive me to west ring road south ten
2720,map,english\dzdm\X5\X5-17-DZ\M013\M013_177.wav,drive me to west ring road north four
2721,map,english\dzdm\X5\X5-17-DZ\M013\M013_178.wav,drive me to middle street eleventh alley three
2722,map,english\dzdm\X5\X5-17-DZ\M013\M013_179.wav,drive me to northwest alley eighteen
2723,map,english\dzdm\X5\X5-17-DZ\M013\M013_180.wav,drive me to back street fourth alley one
2724,map,english\dzdm\X5\X5-17-DZ\M013\M013_181.wav,drive me to northwest alley thirteen
2725,map,english\dzdm\X5\X5-17-DZ\M013\M013_182.wav,i want to go to west street north eighth alley one
2726,map,english\dzdm\X5\X5-17-DZ\M013\M013_183.wav,i want to go to north south street twelve
2727,map,english\dzdm\X5\X5-17-DZ\M013\M013_184.wav,i want to go to beijing station east street one
2728,map,english\dzdm\X5\X5-17-DZ\M013\M013_185.wav,i want to go to shanghai street two
2729,map,english\dzdm\X5\X5-17-DZ\M013\M013_186.wav,i want to go to shopping mall north street two
2730,map,english\dzdm\X5\X5-17-DZ\M013\M013_187.wav,i want to go to market byway nine
2731,map,english\dzdm\X5\X5-17-DZ\M013\M013_188.wav,how do i go to overseas chinese town avenue seven eight
2732,map,english\dzdm\X5\X5-17-DZ\M013\M013_189.wav,how do i go to west avenue three
2733,map,english\dzdm\X5\X5-17-DZ\M013\M013_190.wav,how do i go to shanghai road three thousand and one
2734,map,english\dzdm\X5\X5-17-DZ\M013\M013_191.wav,how do i go to beijing road eighteen
2735,map,english\dzdm\X5\X5-17-DZ\M013\M013_192.wav,how do i go to south ring road two
2736,map,english\dzdm\X5\X5-17-DZ\M013\M013_193.wav,how do i go to back street east road three four
2737,map,english\dzdm\X5\X5-17-DZ\M013\M013_194.wav,destination is west ring road south ten
2738,map,english\dzdm\X5\X5-17-DZ\M013\M013_195.wav,destination is west ring road north four
2739,map,english\dzdm\X5\X5-17-DZ\M013\M013_196.wav,destination is middle street eleventh alley three
2740,map,english\dzdm\X5\X5-17-DZ\M013\M013_197.wav,destination is north west alley eighteen
2741,map,english\dzdm\X5\X5-17-DZ\M013\M013_198.wav,destination is back street fourth alley one
2742,map,english\dzdm\X5\X5-17-DZ\M013\M013_199.wav,destination is north west alley thirteen
2743,map,english\dzdm\X5\X5-17-DZ\M013\M013_200.wav,drive me to the renmin street number two two eight six
2744,map,english\dzdm\X5\X5-17-DZ\M013\M013_201.wav,i want to go to the number eight eight seven six on the forest street
2745,map,english\dzdm\X5\X5-17-DZ\M013\M013_202.wav,navigate to planning number thirty two road crossing
2746,map,english\dzdm\X5\X5-17-DZ\M013\M013_203.wav,navigate to future city north first street road crossing
2747,map,english\dzdm\X5\X5-17-DZ\M013\M013_204.wav,navigate to latitude second road administration west street longitude fourth stree
2748,map,english\dzdm\X5\X5-17-DZ\M013\M013_205.wav,navigate to longitude second street latitude eleventh road intersection
2749,map,english\dzdm\X5\X5-17-DZ\M013\M013_206.wav,navigate to century avenue longitude first street crossing
2750,map,english\dzdm\X5\X5-17-DZ\M013\M013_207.wav,navigate to longitude ninth street olympics intersection
2751,map,english\dzdm\X5\X5-17-DZ\M013\M013_208.wav,go to intersection
2752,map,english\dzdm\X5\X5-17-DZ\M013\M013_209.wav,drive to intersection
2753,map,english\dzdm\X5\X5-17-DZ\M013\M013_210.wav,navigate to the intersection between beijing east road and beijing middle road
2754,map,english\dzdm\X5\X5-17-DZ\M013\M013_211.wav,navigate to the intersection between beijing middle road and shanghai road
2755,map,english\dzdm\X5\X5-17-DZ\M013\M013_212.wav,navigate to the intersection of huangshan east road and shenzhen middle road
2756,map,english\dzdm\X5\X5-17-DZ\M013\M013_213.wav,navigate to the intersection of shenzhen middle road and shenzhen west road
2757,map,english\dzdm\X5\X5-17-DZ\M013\M013_214.wav,navigate to the crossroad between wuhan south ring road and first middle road
2758,scheduled_destination,english\dzdm\X5\X5-17-DZ\M014\M014_001.wav,i want to check my agenda on september fifteenth
2759,scheduled_destination,english\dzdm\X5\X5-17-DZ\M014\M014_002.wav,i want to check my schedule on august twentieth
2760,scheduled_destination,english\dzdm\X5\X5-17-DZ\M014\M014_003.wav,i want to check agenda on july twenty fifth
2761,scheduled_destination,english\dzdm\X5\X5-17-DZ\M014\M014_004.wav,i want to check schedule on june thirteenth
2762,scheduled_destination,english\dzdm\X5\X5-17-DZ\M014\M014_005.wav,i want to check my agenda on may fourteenth
2763,scheduled_destination,english\dzdm\X5\X5-17-DZ\M014\M014_006.wav,i want to check my schedule on april twenty sixth
2764,news,english\dzdm\X5\X5-17-DZ\M014\M014_007.wav,i want to check some national news
2765,news,english\dzdm\X5\X5-17-DZ\M014\M014_008.wav,i want to check some international news
2766,news,english\dzdm\X5\X5-17-DZ\M014\M014_009.wav,i want to check some sports news
2767,news,english\dzdm\X5\X5-17-DZ\M014\M014_010.wav,i want to check some economic news
2768,news,english\dzdm\X5\X5-17-DZ\M014\M014_011.wav,i want to check some social news
2769,news,english\dzdm\X5\X5-17-DZ\M014\M014_012.wav,i want to check some society news
2770,news,english\dzdm\X5\X5-17-DZ\M014\M014_013.wav,i want to check some politics news
2771,news,english\dzdm\X5\X5-17-DZ\M014\M014_014.wav,i want to check some entertainment news
2772,traffic,english\dzdm\X5\X5-17-DZ\M014\M014_015.wav,chongqing third ring expressway's traffic
2773,traffic,english\dzdm\X5\X5-17-DZ\M014\M014_016.wav,suzhou bridge's traffic
2774,traffic,english\dzdm\X5\X5-17-DZ\M014\M014_017.wav,chengdu avenue's traffic
2775,traffic,english\dzdm\X5\X5-17-DZ\M014\M014_018.wav,third middle alley's traffic
2776,traffic,english\dzdm\X5\X5-17-DZ\M014\M014_019.wav,tianjin north road east first alley's traffic
2777,traffic,english\dzdm\X5\X5-17-DZ\M014\M014_020.wav,suzhou north alley's traffic
2778,traffic,english\dzdm\X5\X5-17-DZ\M014\M014_021.wav,beijing middle road first alley's traffic
2779,traffic,english\dzdm\X5\X5-17-DZ\M014\M014_022.wav,middle street second alley's traffic
2780,traffic,english\dzdm\X5\X5-17-DZ\M014\M014_023.wav,show me the traffic on my way to shanghai
2781,help,english\dzdm\X5\X5-17-DZ\M014\M014_024.wav,can you tell me how to use the telephone
2782,help,english\dzdm\X5\X5-17-DZ\M014\M014_025.wav,can you tell me how to use the navigation
2783,help,english\dzdm\X5\X5-17-DZ\M014\M014_026.wav,can you tell me how to use the radio
2784,help,english\dzdm\X5\X5-17-DZ\M014\M014_027.wav,can you tell me how to use the music
2785,help,english\dzdm\X5\X5-17-DZ\M014\M014_028.wav,can you tell me how to use the system
2786,help,english\dzdm\X5\X5-17-DZ\M014\M014_029.wav,can you tell me how to use the traffic
2787,help,english\dzdm\X5\X5-17-DZ\M014\M014_030.wav,can you show me how to use the agenda
2788,help,english\dzdm\X5\X5-17-DZ\M014\M014_031.wav,can you show me how to use the voice
2789,help,english\dzdm\X5\X5-17-DZ\M014\M014_032.wav,can you show me how to use the function
2790,help,english\dzdm\X5\X5-17-DZ\M014\M014_033.wav,can you show me how to use the media
2791,cmd,english\dzdm\X5\X5-17-DZ\M014\M014_034.wav,the third line
2792,cmd,english\dzdm\X5\X5-17-DZ\M014\M014_035.wav,the fourth line
2793,cmd,english\dzdm\X5\X5-17-DZ\M014\M014_036.wav,the fifth line
2794,cmd,english\dzdm\X5\X5-17-DZ\M014\M014_037.wav,the sixth line
2795,cmd,english\dzdm\X5\X5-17-DZ\M014\M014_038.wav,the last line
2796,cmd,english\dzdm\X5\X5-17-DZ\M014\M014_039.wav,select the first line
2797,cmd,english\dzdm\X5\X5-17-DZ\M014\M014_040.wav,select the second line
2798,cmd,english\dzdm\X5\X5-17-DZ\M014\M014_041.wav,select the third line
2799,cmd,english\dzdm\X5\X5-17-DZ\M014\M014_042.wav,select the fourth line
2800,cmd,english\dzdm\X5\X5-17-DZ\M014\M014_043.wav,select the fifth line
2801,wether,english\dzdm\X5\X5-17-DZ\M014\M014_044.wav,check nanjing's weather
2802,wether,english\dzdm\X5\X5-17-DZ\M014\M014_045.wav,check peking's weather
2803,wether,english\dzdm\X5\X5-17-DZ\M014\M014_046.wav,check shanghai's weather
2804,wether,english\dzdm\X5\X5-17-DZ\M014\M014_047.wav,check beijing's weather
2805,wether,english\dzdm\X5\X5-17-DZ\M014\M014_048.wav,is there rain in guangzhou
2806,wether,english\dzdm\X5\X5-17-DZ\M014\M014_049.wav,is there rain in shenzhen
2807,wether,english\dzdm\X5\X5-17-DZ\M014\M014_050.wav,is there rain in tianjin
2808,wether,english\dzdm\X5\X5-17-DZ\M014\M014_051.wav,is there rain in chengdu
2809,wether,english\dzdm\X5\X5-17-DZ\M014\M014_052.wav,is there rain in suzhou
2810,wether,english\dzdm\X5\X5-17-DZ\M014\M014_053.wav,is it raining in wuhan
2811,wether,english\dzdm\X5\X5-17-DZ\M014\M014_054.wav,is it raining in chongqing
2812,wether,english\dzdm\X5\X5-17-DZ\M014\M014_055.wav,is it raining in hangzhou
2813,wether,english\dzdm\X5\X5-17-DZ\M014\M014_056.wav,is it raining in shenyang
2814,wether,english\dzdm\X5\X5-17-DZ\M014\M014_057.wav,is it raining in nanjing
2815,wether,english\dzdm\X5\X5-17-DZ\M014\M014_058.wav,is it hot in peking
2816,wether,english\dzdm\X5\X5-17-DZ\M014\M014_059.wav,is it hot in shanghai
2817,wether,english\dzdm\X5\X5-17-DZ\M014\M014_060.wav,is it hot in beijing
2818,wether,english\dzdm\X5\X5-17-DZ\M014\M014_061.wav,is it hot in guangzhou
2819,wether,english\dzdm\X5\X5-17-DZ\M014\M014_062.wav,is it hot in shenzhen
2820,radio,english\dzdm\X5\X5-17-DZ\M014\M014_063.wav,i would like to listen to fm ninety nine point five
2821,radio,english\dzdm\X5\X5-17-DZ\M014\M014_064.wav,i wanna to hear the radio station am nine hundred and forty five
2822,radio,english\dzdm\X5\X5-17-DZ\M014\M014_068.wav,i wanna to hear am nine hundred and eighty one
2823,radio,english\dzdm\X5\X5-17-DZ\M014\M014_069.wav,i wanna to hear am nine hundred and ninety
2824,radio,english\dzdm\X5\X5-17-DZ\M014\M014_070.wav,i wanna to hear the radio station fm one zero five point four
2825,radio,english\dzdm\X5\X5-17-DZ\M014\M014_071.wav,i wanna to hear the radio station fm eighty nine
2826,radio,english\dzdm\X5\X5-17-DZ\M014\M014_072.wav,i wanna to hear the radio station fm nine five
2827,radio,english\dzdm\X5\X5-17-DZ\M014\M014_073.wav,i wanna to hear fm eighty eight point seven
2828,radio,english\dzdm\X5\X5-17-DZ\M014\M014_074.wav,i wanna to hear fm nine one point nine
2829,radio,english\dzdm\X5\X5-17-DZ\M014\M014_075.wav,i wanna to hear fm one hundred and four point nine
2830,radio,english\dzdm\X5\X5-17-DZ\M014\M014_076.wav,i wanna to listen to the radio station am seven hundred and two
2831,radio,english\dzdm\X5\X5-17-DZ\M014\M014_077.wav,i wanna to listen to am seven hundred and twenty
2832,radio,english\dzdm\X5\X5-17-DZ\M014\M014_078.wav,i wanna to listen to am eight nine one
2833,radio,english\dzdm\X5\X5-17-DZ\M014\M014_079.wav,i wanna to listen to am nine zero zero
2834,radio,english\dzdm\X5\X5-17-DZ\M014\M014_080.wav,i wanna to listen to the radio station fm one hundred and six point five
2835,radio,english\dzdm\X5\X5-17-DZ\M014\M014_081.wav,i wanna to listen to the radio station fm eighty eight point seven
2836,radio,english\dzdm\X5\X5-17-DZ\M014\M014_082.wav,i wanna to listen to the radio station fm nine eight point six
2837,radio,english\dzdm\X5\X5-17-DZ\M014\M014_083.wav,i wanna to listen to fm one hundred and seven point five
2838,meida,english\dzdm\X5\X5-17-DZ\M014\M014_084.wav,play songcounting stars
2839,meida,english\dzdm\X5\X5-17-DZ\M014\M014_085.wav,play song what makes you beautiful
2840,meida,english\dzdm\X5\X5-17-DZ\M014\M014_086.wav,play song yesterday once more
2841,meida,english\dzdm\X5\X5-17-DZ\M014\M014_087.wav,sorry in usb
2842,meida,english\dzdm\X5\X5-17-DZ\M014\M014_088.wav,bad romance in usb
2843,meida,english\dzdm\X5\X5-17-DZ\M014\M014_089.wav,as long as you love me in usb
2844,meida,english\dzdm\X5\X5-17-DZ\M014\M014_090.wav,faded
2845,meida,english\dzdm\X5\X5-17-DZ\M014\M014_091.wav,roar
2846,meida,english\dzdm\X5\X5-17-DZ\M014\M014_092.wav,ce frumoasa e iubirea
2847,meida,english\dzdm\X5\X5-17-DZ\M014\M014_093.wav,i want to listen to alan walker's song in usb
2848,meida,english\dzdm\X5\X5-17-DZ\M014\M014_094.wav,i want to listen to gavin degraw's song in usb
2849,meida,english\dzdm\X5\X5-17-DZ\M014\M014_095.wav,i want to listen to secret garden's song in usb
2850,meida,english\dzdm\X5\X5-17-DZ\M014\M014_096.wav,i want to listen to idina menzel's song
2851,meida,english\dzdm\X5\X5-17-DZ\M014\M014_097.wav,i want to listen to justin bieber's song
2852,meida,english\dzdm\X5\X5-17-DZ\M014\M014_098.wav,i want to listen to colbie caillat's song
2853,meida,english\dzdm\X5\X5-17-DZ\M014\M014_099.wav,justin bieber's song in usb
2854,meida,english\dzdm\X5\X5-17-DZ\M014\M014_100.wav,fall out boy's song in usb
2855,meida,english\dzdm\X5\X5-17-DZ\M014\M014_101.wav,michael jackson's song in usb
