nli_text,mode,nli_out_result
我想听FM90.8,local,"{""data"":{""result"":null},""demand_semantic"":{""code"":""908"",""operation"":""LAUNCH"",""service"":""radio"",""waveband"":""fm""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听FM90.8"",""state_winner"":null,""trim_sent"":""我想听fm908"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
换一个电台,local,"{""data"":{""result"":null},""demand_semantic"":{""insType"":""NEXT_RADIO"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""-----"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""换一个电台"",""state_winner"":null,""trim_sent"":""换一个电台"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想听周杰伦的歌,local,"{""answer"":{""text"":""没有为您找到周杰伦的歌曲,换个歌手试试吧""},""data"":{""result"":null},""demand_semantic"":{""artist"":""周杰伦"",""operation"":""PLAY"",""service"":""musicX""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.051"",""org_sent"":""我想听周杰伦的歌"",""state_winner"":null,""trim_sent"":""我想听周杰伦的歌"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想听刘德华的夜曲,local,"{""answer"":{""text"":""没有为您找到夜曲这首歌,换首歌曲试试吧""},""data"":{""result"":null},""demand_semantic"":{""artist"":""刘德华"",""operation"":""PLAY"",""service"":""musicX"",""song"":""夜曲""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听刘德华的夜曲"",""state_winner"":null,""trim_sent"":""我想听刘德华的夜曲"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我想听安徽交通广播,local,"{""answer"":{""text"":""播放安徽交通广播""},""data"":{""result"":null},""demand_semantic"":{""name"":""安徽交通广播"",""nameOrig"":""安徽交通广播"",""operation"":""LAUNCH"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""---------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我想听安徽交通广播"",""state_winner"":null,""trim_sent"":""我想听安徽交通广播"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
换成音乐广播,local,"{""answer"":{""text"":""播放收音机的音乐电台""},""data"":{""result"":null},""demand_semantic"":{""category"":""音乐"",""nameOrig"":""音乐广播"",""operation"":""LAUNCH"",""service"":""radio""},""dialog_stat"":""dataInvalid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""换成音乐广播"",""state_winner"":null,""trim_sent"":""换成音乐广播"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
附近有没有加油站,local,"{""answer"":{""text"":""没有为您找到加油站请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""加油站"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""附近有没有加油站"",""state_winner"":null,""trim_sent"":""附近有没有加油站"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
下一页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""++"",""pageRank.offset"":""一"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""下一页"",""state_winner"":null,""trim_sent"":""下一页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第四页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""+"",""pageRank.offset"":""四"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第四页"",""state_winner"":null,""trim_sent"":""第四页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第二页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""+"",""pageRank.offset"":""二"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第二页"",""state_winner"":null,""trim_sent"":""第二页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第一页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""+"",""pageRank.offset"":""一"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第一页"",""state_winner"":null,""trim_sent"":""第一页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第三页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""+"",""pageRank.offset"":""三"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第三页"",""state_winner"":null,""trim_sent"":""第三页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
沿途的加油站,local,"{""answer"":{""text"":""没有为您找到加油站请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""加油站"",""insType"":""ALONG_SEARCH"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""沿途的加油站"",""state_winner"":null,""trim_sent"":""沿途的加油站"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我要去天鹅湖,local,"{""answer"":{""text"":""没有为您找到天鹅湖请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""天鹅湖"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我要去天鹅湖"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""我要去天鹅湖"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
找一下沿途加油站,local,"{""answer"":{""text"":""没有为您找到加油站请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""加油站"",""insType"":""ALONG_SEARCH"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""找一下沿途加油站"",""state_winner"":null,""trim_sent"":""找一下沿途加油站"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
找一下沿途的饭店,local,"{""answer"":{""text"":""没有为您找到饭店请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""饭店"",""insType"":""ALONG_SEARCH"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""--------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""找一下沿途的饭店"",""state_winner"":null,""trim_sent"":""找一下沿途的饭店"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
沿途的维修站,local,"{""answer"":{""text"":""没有为您找到维修站请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""维修站"",""insType"":""ALONG_SEARCH"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""沿途的维修站"",""state_winner"":null,""trim_sent"":""沿途的维修站"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第二页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""+"",""pageRank.offset"":""二"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第二页"",""state_winner"":null,""trim_sent"":""第二页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
上一页,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""PAGE_RANK"",""pageRank.direct"":""--"",""pageRank.offset"":""一"",""pageRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""上一页"",""state_winner"":null,""trim_sent"":""上一页"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第三个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""三"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第三个"",""state_winner"":null,""trim_sent"":""第三个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
我要去三里庵,local,"{""answer"":{""text"":""没有为您找到三里庵请重新输入目的地""},""data"":{""result"":null},""demand_semantic"":{""endLoc.ori_loc"":""三里庵"",""service"":""mapU""},""dialog_stat"":""DataValid"",""extra"":{""data_finded_match"":false,""match_gram"":""general_gram"",""multi_service"":null,""nlp_match_info"":""------"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""我要去三里庵"",""search_mapU_info"":{""endLoc"":""gaode""},""state_winner"":null,""trim_sent"":""我要去三里庵"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""fg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
第四个,local,"{""data"":{""result"":null},""demand_semantic"":{""operation"":""POS_RANK"",""posRank.direct"":""+"",""posRank.offset"":""四"",""posRank.ref"":""ZERO"",""service"":""mapU""},""extra"":{""data_finded_match"":false,""match_gram"":""map_common_tc"",""multi_service"":null,""nlp_match_info"":""---"",""nlp_match_score"":""1.000"",""nlp_score"":""0.000"",""org_sent"":""第四个"",""state_winner"":null,""trim_sent"":""第四个"",""used_hist_depth"":0,""user_data"":{""cmd::default"":{""activeStatus"":""bg"",""sceneStatus"":""default""},""internetRadio::default"":{""activeStatus"":""bg"",""sceneStatus"":""paused""},""mapU::navi"":{""activeStatus"":""bg"",""data"":{""dataInfo"":{""end_poi"":{""address"":"""
